Student_ID,High_School,High_School_Grad_Year,Graduated,Final_Grad_Date,Total_Enrollments,First_Enrollment,Last_Enrollment,College_Code_1,College_Code_2,College_Code_3,College_Code_4,College_Code_5,College_Code_6,College_Code_7,College_Code_8,College_Code_9,College_Code_10,College_Name_1,College_Name_2,College_Name_3,College_Name_4,College_Name_5,College_Name_6,College_Name_7,College_Name_8,College_Name_9,College_Name_10,Major_1,Major_2,Major_3,Major_4,Major_5,Major_6,Degree_Title_1,Degree_Title_2,Degree_Title_3,Degree_Title_4,Degree_Title_5,Degree_Title_6,College_State_1,College_State_2,College_State_3,College_State_4,College_State_5,College_State_6,College_State_7,College_State_8,College_State_9,College_State_10,2-Year/4-Year_1,2-Year/4-Year_2,2-Year/4-Year_3,2-Year/4-Year_4,2-Year/4-Year_5,2-Year/4-Year_6,2-Year/4-Year_7,2-Year/4-Year_8,2-Year/4-Year_9,2-Year/4-Year_10,Public/Private_1,Public/Private_2,Public/Private_3,Public/Private_4,Public/Private_5,Public/Private_6,Public/Private_7,Public/Private_8,Public/Private_9,Public/Private_10
2049050925,Mountain Crest,2016,Y,2018-12-12,1,,,021154-00,,,,,,,,,,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,,,,MEDICAL ASSISTING,,,,,,CERTIFICATE,,,,,,UT,,,,,,,,,,2-year,,,,,,,,,,Public,,,,,,,,,
2049050934,Mountain Crest,2016,Y,2023-12-22,20,2016-09-07,2023-12-22,002528-00,002528-00,002528-00,002528-00,002528-00,002528-00,002992-00,002992-00,002992-00,002992-00,MILES COMMUNITY COLLEGE,MILES COMMUNITY COLLEGE,MILES COMMUNITY COLLEGE,MILES COMMUNITY COLLEGE,MILES COMMUNITY COLLEGE,MILES COMMUNITY COLLEGE,UNIVERSITY OF MARY,UNIVERSITY OF MARY,UNIVERSITY OF MARY,UNIVERSITY OF MARY,BUSINESS ADMINISTRATION,GRADUATE BUSINESS ADMINISTRATION,,,,,BACHELOR OF SCIENCE,MASTER OF BUSINESS ADMIN,,,,,MT,MT,MT,MT,MT,MT,ND,ND,ND,ND,2-year,2-year,2-year,2-year,2-year,2-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Private,Private,Private,Private
2049050940,Mountain Crest,2016,Y,2021-05-06,9,2018-08-27,2021-05-05,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,BUSINESS ADMINISTRATION,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
2049050943,Mountain Crest,2016,Y,2022-05-05,13,2016-08-29,2022-05-04,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,PSYCHOLOGY,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
2049050946,Mountain Crest,2016,Y,2022-12-06,13,2016-08-29,2022-10-31,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,033394-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,WESTERN GOVERNORS UNIVERSITY,UTAH STATE UNIVERSITY,ELEMENTARY EDUCATION,CURRICULUM AND INSTRUCTION,,,,,BACHELOR OF SCIENCE,MASTER OF SCIENCE,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Private,Public
2049050949,Mountain Crest,2016,Y,2019-08-09,9,2016-08-24,2019-08-09,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,LAW AND CONSTITUTIONAL STUDIES,PHILOSOPHY,,,,,BACHELOR OF SCIENCE,BACHELOR OF SCIENCE,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
2049050973,Mountain Crest,2016,Y,2017-02-07,1,,,021154-00,,,,,,,,,,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,,,,BUSINESS TECHNOLOGY,,,,,,CERTIFICATE,,,,,,UT,,,,,,,,,,2-year,,,,,,,,,,Public,,,,,,,,,
2049050976,Mountain Crest,2016,Y,2022-05-05,16,2016-08-22,2022-05-04,003678-00,003678-00,003678-00,003678-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,GENERAL STUDIES,GENERAL EDUCATION,ELEMENTARY EDUCATION,,,,ASSOCIATE OF SCIENCE,CERTIFICATE,BACHELOR OF SCIENCE,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
2049050979,Mountain Crest,2016,Y,2024-05-02,15,2019-01-07,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,HUMAN RESOURCES,FINANCE,,,,,MASTER OF HUMAN RESOURCES,BACHELOR OF SCIENCE,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
2049050982,Mountain Crest,2016,Y,2022-05-05,16,2016-08-29,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,ANIMAL/DAIRY/VETERINARY SCI.,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
2049050991,Mountain Crest,2016,Y,2021-08-13,14,2016-08-29,2024-05-10,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,001892-00,001892-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UNIVERSITY OF IOWA,UNIVERSITY OF IOWA,MANAGEMENT,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,IA,IA,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
2049050994,Mountain Crest,2016,Y,2023-05-04,17,2016-08-29,2023-05-25,003677-00,003677-00,003677-00,003671-00,003671-00,003671-00,003671-00,003671-00,003671-00,003671-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,DIXIE STATE UNIVERSITY,DIXIE STATE UNIVERSITY,DIXIE STATE UNIVERSITY,DIXIE STATE UNIVERSITY,DIXIE STATE UNIVERSITY,DIXIE STATE UNIVERSITY,DIXIE STATE UNIVERSITY,ACCOUNTING,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
2049050997,Mountain Crest,2016,Y,2021-05-06,9,2016-08-24,2021-05-05,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,MANAGEMENT INFORMATION SYSTEMS,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
2049051003,Mountain Crest,2016,N,,16,2016-08-29,2023-05-03,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
2049051006,Mountain Crest,2016,N,,5,2022-01-10,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,UT,UT,UT,UT,UT,,,,,,4-year,4-year,4-year,4-year,4-year,,,,,,Public,Public,Public,Public,Public,,,,,
2049051009,Mountain Crest,2016,N,,1,2018-08-27,2018-12-14,003677-00,,,,,,,,,,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,,,,,4-year,,,,,,,,,,Public,,,,,,,,,
2049051021,Mountain Crest,2016,N,,2,2016-08-22,2017-05-04,004027-00,004027-00,,,,,,,,,UTAH VALLEY UNIVERSITY,UTAH VALLEY UNIVERSITY,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Public,Public,,,,,,,,
2049051024,Mountain Crest,2016,Y,2024-03-18,10,2016-08-22,2024-06-30,003679-00,003679-00,003679-00,003679-00,003679-00,021154-00,021154-00,021154-00,021154-00,021154-00,SNOW COLLEGE,SNOW COLLEGE,SNOW COLLEGE,SNOW COLLEGE,SNOW COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,INFORMATION TECHNOLOGY,,,,,,CERTIFICATE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,2-year,2-year,2-year,2-year,2-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
2049051027,Mountain Crest,2016,Y,2024-06-21,16,2019-01-07,2024-08-15,003677-00,003677-00,003677-00,003677-00,033394-00,033394-00,033394-00,003670-00,003670-00,003670-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,WESTERN GOVERNORS UNIVERSITY,WESTERN GOVERNORS UNIVERSITY,WESTERN GOVERNORS UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,"SPECIAL EDUCATION, MILD TO MODERATE",SPECIAL EDUCATION,,,,,BACHELOR OF ARTS,MS,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Private,Private,Private,Private,Private,Private
2049051030,Mountain Crest,2016,N,,19,2016-08-24,2024-08-09,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
2049051036,Mountain Crest,2016,Y,2023-12-15,16,2018-08-27,2023-12-15,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,COMPUTER SCIENCE,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
2049051039,Mountain Crest,2016,Y,2023-05-04,14,2016-08-29,2023-05-03,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,COMM DISORDERS &DEAF EDUCATION,COMM DISORDERS &DEAF EDUCATION,,,,,MASTER OF ARTS,BACHELOR OF SCIENCE,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
2049051045,Mountain Crest,2016,Y,2022-05-09,19,2016-08-24,2022-05-09,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,001081-00,001081-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,ARIZONA STATE UNIVERSITY,ARIZONA STATE UNIVERSITY,SOCIOLOGY,LAW AND CONSTITUTIONAL STUDIES,CRIMINAL JUSTICE,,,,BACHELOR OF SCIENCE,BACHELOR OF SCIENCE,MASTER OF ARTS,,,,UT,UT,UT,UT,UT,UT,UT,UT,AZ,AZ,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
2049051051,Mountain Crest,2016,Y,2023-09-13,5,2022-07-01,2024-06-30,021154-00,021154-00,021154-00,021154-00,021154-00,,,,,,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,,,,,,ANIMAL SCIENCES,MASTER ESTHETICS,,,,,CERTIFICATE,CERTIFICATE,,,,,UT,UT,UT,UT,UT,,,,,,2-year,2-year,2-year,2-year,2-year,,,,,,Public,Public,Public,Public,Public,,,,,
2049051054,Mountain Crest,2016,Y,2023-11-13,20,2016-08-29,2023-09-30,003677-00,003680-00,003680-00,003677-00,003680-00,003677-00,003680-00,003680-00,033394-00,033394-00,UTAH STATE UNIVERSITY,WEBER STATE UNIVERSITY,WEBER STATE UNIVERSITY,UTAH STATE UNIVERSITY,WEBER STATE UNIVERSITY,UTAH STATE UNIVERSITY,WEBER STATE UNIVERSITY,WEBER STATE UNIVERSITY,WESTERN GOVERNORS UNIVERSITY,WESTERN GOVERNORS UNIVERSITY,SCIENCE EDUCATION (SECONDARY BIOLOGICAL SCIENCE),,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Private,Private
2049051057,Mountain Crest,2016,Y,2022-05-05,10,2018-08-27,2022-05-04,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,BIOLOGY,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
2049051060,Ridgeline,2017,Y,2022-12-16,9,2019-08-19,2022-12-16,001358-00,001358-00,001358-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,COLORADO MESA UNIVERSITY,COLORADO MESA UNIVERSITY,COLORADO MESA UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,PSYCHOLOGY,,,,,,BACHELOR OF SCIENCE,,,,,,CO,CO,CO,UT,UT,UT,UT,UT,UT,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
2049051072,Mountain Crest,2016,N,,4,2016-08-24,2021-06-15,003677-00,003677-00,033394-00,033394-00,,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,WESTERN GOVERNORS UNIVERSITY,WESTERN GOVERNORS UNIVERSITY,,,,,,,,,,,,,,,,,,,UT,UT,UT,UT,,,,,,,4-year,4-year,4-year,4-year,,,,,,,Public,Public,Private,Private,,,,,,
2049051075,Mountain Crest,2016,N,,2,2017-08-28,2018-12-14,003677-00,003680-00,,,,,,,,,UTAH STATE UNIVERSITY,WEBER STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Public,Public,,,,,,,,
2049051078,Mountain Crest,2016,N,,5,2016-08-29,2018-12-14,003677-00,003677-00,003677-00,003677-00,003677-00,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,UT,UT,UT,UT,UT,,,,,,4-year,4-year,4-year,4-year,4-year,,,,,,Public,Public,Public,Public,Public,,,,,
2049051081,Mountain Crest,2016,Y,2022-05-05,10,2018-08-27,2022-05-04,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,JOURNALISM,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
2049051084,Mountain Crest,2016,N,,3,2019-08-26,2024-04-26,003677-00,003677-00,003680-00,,,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,WEBER STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,UT,UT,UT,,,,,,,,4-year,4-year,4-year,,,,,,,,Public,Public,Public,,,,,,,
2049051093,Mountain Crest,2016,Y,2023-04-14,12,2016-08-29,2023-06-30,003677-00,003677-00,003677-00,038383-00,038383-00,033394-00,033394-00,033394-00,033394-00,038383-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,NIGHTINGALE COLLEGE,NIGHTINGALE COLLEGE,WESTERN GOVERNORS UNIVERSITY,WESTERN GOVERNORS UNIVERSITY,WESTERN GOVERNORS UNIVERSITY,WESTERN GOVERNORS UNIVERSITY,NIGHTINGALE COLLEGE,NURSING,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,Less Than 2 Years,Less Than 2 Years,4-year,4-year,4-year,4-year,Less Than 2 Years,Public,Public,Public,Private,Private,Private,Private,Private,Private,Private
2049051099,Mountain Crest,2016,N,,2,2018-01-08,2018-12-14,003677-00,003677-00,,,,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Public,Public,,,,,,,,
2049051102,Mountain Crest,2016,Y,2023-05-23,17,2016-08-29,2023-08-31,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,GENERAL STUDIES,SPECIAL EDUCATION AND ELEMENTARY EDUCATION (DUAL LICENSURE),,,,,ASSOCIATE OF SCIENCE,BACHELOR OF ARTS,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
2049051105,Mountain Crest,2016,Y,2021-05-06,9,2018-08-27,2021-05-05,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,ECONOMICS,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
2049051117,Mountain Crest,2016,Y,2017-04-17,1,,,021154-00,,,,,,,,,,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,,,,DENTAL ASSISTING,,,,,,CERTIFICATE,,,,,,UT,,,,,,,,,,2-year,,,,,,,,,,Public,,,,,,,,,
2049051123,Mountain Crest,2016,N,,4,2016-08-24,2018-05-03,003677-00,003677-00,005220-00,005220-00,,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,SALT LAKE COMMUNITY COLLEGE,SALT LAKE COMMUNITY COLLEGE,,,,,,,,,,,,,,,,,,,UT,UT,UT,UT,,,,,,,4-year,4-year,2-year,2-year,,,,,,,Public,Public,Public,Public,,,,,,
2049051126,Mountain Crest,2016,N,,2,2016-08-24,2017-05-05,003677-00,003677-00,,,,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Public,Public,,,,,,,,
2049051132,Mountain Crest,2016,Y,2020-02-06,8,2016-08-22,2020-02-06,003671-00,003671-00,003671-00,003671-00,021154-00,003671-00,003671-00,021154-00,,,DIXIE STATE UNIVERSITY,DIXIE STATE UNIVERSITY,DIXIE STATE UNIVERSITY,DIXIE STATE UNIVERSITY,BRIDGERLAND TECHNICAL COLLEGE,DIXIE STATE UNIVERSITY,DIXIE STATE UNIVERSITY,BRIDGERLAND TECHNICAL COLLEGE,,,GENERAL STUDIES,CERTIFIED NURSING ASSISTANT,MEDICAL ASSISTING,,,,ASSOCIATE IN SCIENCE,CERTIFICATE OF PROFICIENCY,CERTIFICATE,,,,UT,UT,UT,UT,UT,UT,UT,UT,,,4-year,4-year,4-year,4-year,2-year,4-year,4-year,2-year,,,Public,Public,Public,Public,Public,Public,Public,Public,,
2049051141,Mountain Crest,2016,Y,2023-05-08,9,2021-08-23,2023-05-08,007933-00,007933-00,007933-00,007933-00,007933-00,007933-00,007933-00,007933-00,007933-00,,FRONT RANGE COMMUNITY COLLEGE,FRONT RANGE COMMUNITY COLLEGE,FRONT RANGE COMMUNITY COLLEGE,FRONT RANGE COMMUNITY COLLEGE,FRONT RANGE COMMUNITY COLLEGE,FRONT RANGE COMMUNITY COLLEGE,FRONT RANGE COMMUNITY COLLEGE,FRONT RANGE COMMUNITY COLLEGE,FRONT RANGE COMMUNITY COLLEGE,,ASSOCIATE OF ARTS,FOUNDATIONS OF BUSINESS,,,,,ASSOCIATE OF ARTS,CERTIFICATE,,,,,CO,CO,CO,CO,CO,CO,CO,CO,CO,,2-year,2-year,2-year,2-year,2-year,2-year,2-year,2-year,2-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
